id,locode,city_name,country_code,country_name
658,EMH,Beamish,GB,United Kingdom
659,BEZ,Bearley,GB,United Kingdom
660,BSD,Bearsden,GB,United Kingdom
661,BER,Bearsted,GB,United Kingdom
662,BW6,Bearwood,GB,United Kingdom
663,BLU,Beaulieu,GB,United Kingdom
664,BBL,Beauly,GB,United Kingdom
665,BMR,Beaumaris,GB,United Kingdom
666,BEW,Beaworthy,GB,United Kingdom
667,BEB,Bebington,GB,United Kingdom
668,BCC,Beccles,GB,United Kingdom
669,EKR,Beck Row,GB,United Kingdom
670,BKM,Beckenham,GB,United Kingdom
671,BEK,Beckermet,GB,United Kingdom
672,BK2,Beckford,GB,United Kingdom
673,BHP,Beckhampton,GB,United Kingdom
674,BEC,Beckingham,GB,United Kingdom
675,BK4,Beckington,GB,United Kingdom
676,BCT,Beckton,GB,United Kingdom
677,BDL,Bedale,GB,United Kingdom
678,BDD,Beddington,GB,United Kingdom
679,BED,Bedfont,GB,United Kingdom
680,BEF,Bedford,GB,United Kingdom
681,BD2,Bedhampton,GB,United Kingdom
682,BTN,Bedlington,GB,United Kingdom
683,BTK,Bedstone,GB,United Kingdom
684,BDW,Bedwas,GB,United Kingdom
685,BWO,Bedworth,GB,United Kingdom
686,ENH,Beenham,GB,United Kingdom
687,BXX,Beer,GB,United Kingdom
688,BSX,Beesands,GB,United Kingdom
689,ESN,Beeston,GB,United Kingdom
690,EES,Beeston,GB,United Kingdom
691,BEE,Beeston,GB,United Kingdom
692,BHA,Beetham,GB,United Kingdom
693,GHO,Beighton,GB,United Kingdom
694,IGH,Beighton,GB,United Kingdom
695,BEI,Beith,GB,United Kingdom
696,BEL,Belfast,GB,United Kingdom
697,BZE,Belford,GB,United Kingdom
698,VVE,Belgrave,GB,United Kingdom
699,BVA,Belgravia,GB,United Kingdom
700,BHG,Bellaghy,GB,United Kingdom
701,BQL,Belleek,GB,United Kingdom
702,BKF,Belleek,GB,United Kingdom
703,BLL,Bellshill,GB,United Kingdom
704,BMT,"Belmont, Unst",GB,United Kingdom
705,BLP,Belper,GB,United Kingdom
706,BQT,Belton,GB,United Kingdom
707,BLQ,Belton,GB,United Kingdom
708,BEN,Belton,GB,United Kingdom
709,BLV,Belvedere,GB,United Kingdom
710,BBP,Bembridge,GB,United Kingdom
711,BBC,Benbecula,GB,United Kingdom
712,NDN,Benenden,GB,United Kingdom
713,BNF,Benfield,GB,United Kingdom
714,BHC,Benllech,GB,United Kingdom
715,BES,Benson,GB,United Kingdom
716,EHM,Bentham,GB,United Kingdom
717,NTY,Bentley,GB,United Kingdom
718,BY2,Bentley FPSO,GB,United Kingdom
719,YBF,Bere Ferrers,GB,United Kingdom
720,BGI,Bere Regis,GB,United Kingdom
721,BFL,berinsfield,GB,United Kingdom
722,BKE,Berkeley,GB,United Kingdom
723,BKH,Berkhamsted,GB,United Kingdom
724,ZAB,Berkley,GB,United Kingdom
725,RSW,Berkswell,GB,United Kingdom
726,BME,Bermondsey/London,GB,United Kingdom
727,RNR,Bernera (Lewis),GB,United Kingdom
728,RNN,Bernera (N Uist),GB,United Kingdom
729,ERR,Berriedale,GB,United Kingdom
730,BEH,Berry Head,GB,United Kingdom
731,BVB,Berrynarbor,GB,United Kingdom
732,BWK,Berwick-upon-Tweed,GB,United Kingdom
733,BPF,Beryl Platform,GB,United Kingdom
734,ZSS,Bessbrook,GB,United Kingdom
735,BTW,Betchworth,GB,United Kingdom
736,BNI,Bethania,GB,United Kingdom
737,BH2,Bethersden,GB,United Kingdom
738,ETH,Bethesda,GB,United Kingdom
739,BET,Bethesda,GB,United Kingdom
740,XHA,Bethesda,GB,United Kingdom
741,BTG,Bethnal Green/London,GB,United Kingdom
742,ETY,Betley,GB,United Kingdom
743,TWN,Bettws Newydd,GB,United Kingdom
744,BXC,Betws-y-Coed,GB,United Kingdom
745,BYH,Betws-yn-rhos,GB,United Kingdom
746,BEV,Beverley,GB,United Kingdom
747,EEB,Bewdley,GB,United Kingdom
748,BXB,Bexhill,GB,United Kingdom
749,BEX,Bexley,GB,United Kingdom
750,BXL,Bexleyheath,GB,United Kingdom
751,BXW,Bexwell,GB,United Kingdom
752,BIC,Bicester,GB,United Kingdom
753,BIH,Bickenhill,GB,United Kingdom
754,BKQ,Bicker,GB,United Kingdom
755,BQQ,Bickington,GB,United Kingdom
756,BKL,Bickley,GB,United Kingdom
757,BIA,Bicknacre,GB,United Kingdom
758,BDE,Biddenden,GB,United Kingdom
759,BDU,Biddulph,GB,United Kingdom
760,BID,Bideford,GB,United Kingdom
761,BAV,Bidford,GB,United Kingdom
762,BDO,Bidston,GB,United Kingdom
763,BDS,Bieldside,GB,United Kingdom
764,BGX,Biggar,GB,United Kingdom
765,BQH,Biggin Hill,GB,United Kingdom
766,BIW,Biggleswade,GB,United Kingdom
767,BBH,Bilborough,GB,United Kingdom
768,BIL,Billericay,GB,United Kingdom
769,BSQ,Billesdon,GB,United Kingdom
770,UGH,Billingborough,GB,United Kingdom
771,IGE,Billinge,GB,United Kingdom
772,BHW,Billingham,GB,United Kingdom
773,BHY,Billinghay,GB,United Kingdom
774,BGT,Billingshurst,GB,United Kingdom
775,NTB,Bilsington,GB,United Kingdom
776,BTP,Bilsthorpe,GB,United Kingdom
777,BIS,Bilston,GB,United Kingdom
778,BOZ,Bilton,GB,United Kingdom
779,BIB,Binbrook,GB,United Kingdom
780,BFI,Binfield,GB,United Kingdom
781,BAM,Bingham,GB,United Kingdom
782,BGY,Bingley,GB,United Kingdom
783,INE,Binley,GB,United Kingdom
784,BNL,Binley,GB,United Kingdom
785,ITA,Binstead,GB,United Kingdom
786,BCV,Birch Vale,GB,United Kingdom
787,BCI,Birchington,GB,United Kingdom
788,ZAC,Birchwood,GB,United Kingdom
789,BTS,Bircotes,GB,United Kingdom
790,IRA,Birdham,GB,United Kingdom
791,BIM,Birdham,GB,United Kingdom
792,BDP,Birdlip,GB,United Kingdom
793,BDA,Birkdale,GB,United Kingdom
794,BRK,Birkenhead,GB,United Kingdom
795,KSA,Birkenshaw,GB,United Kingdom
796,BHM,Birmingham,GB,United Kingdom
797,RSB,Birsay,GB,United Kingdom
798,BZL,Birstall,GB,United Kingdom
799,BIT,Birstall,GB,United Kingdom
800,BWH,Birstwith,GB,United Kingdom
801,BIR,Birtley,GB,United Kingdom
802,BIE,Birtley,GB,United Kingdom
803,BIP,Bishop Auckland,GB,United Kingdom
804,BHN,Bishop Thornton,GB,United Kingdom
805,BSP,Bishopbriggs,GB,United Kingdom
806,QWR,Bishops Castle,GB,United Kingdom
807,BPC,Bishop's Cleeve,GB,United Kingdom
808,BFM,Bishops Frome,GB,United Kingdom
809,BPG,Bishops Itchington,GB,United Kingdom
810,BPY,Bishops Lydeard,GB,United Kingdom
811,BST,Bishop's Stortford,GB,United Kingdom
812,BPW,Bishop's Waltham,GB,United Kingdom
813,PQT,Bishopsteignton,GB,United Kingdom
814,BPK,Bishopstoke,GB,United Kingdom
815,BSW,Bishopsworth,GB,United Kingdom
816,BOP,Bishopton,GB,United Kingdom
817,BIY,Bisley,GB,United Kingdom
818,ISL,Bisley,GB,United Kingdom
819,BIO,Bitton,GB,United Kingdom
820,BY4,Blaby,GB,United Kingdom
821,BPL,Black Pill,GB,United Kingdom
822,BCB,Blackboys,GB,United Kingdom
823,BA5,Blackburn,GB,United Kingdom
824,BLB,Blackburn,GB,United Kingdom
825,BBS,Blackbush,GB,United Kingdom
826,BFP,Blackford,GB,United Kingdom
827,BFR,Blackford,GB,United Kingdom
828,BLA,Blackford,GB,United Kingdom
829,BCF,Blackfordby,GB,United Kingdom
830,BKI,Blackhall Colliery,GB,United Kingdom
831,BK5,Blackheath,GB,United Kingdom
832,BHT,Blackheath/London,GB,United Kingdom
833,AKR,Blackmoor,GB,United Kingdom
834,BKX,Blackmore End,GB,United Kingdom
835,BKS,Blackness,GB,United Kingdom
836,BLK,Blackpool,GB,United Kingdom
837,BCO,Blackrod,GB,United Kingdom
838,BNX,Blackwell,GB,United Kingdom
839,BLW,Blackwood,GB,United Kingdom
840,BCW,Blackwood Hill,GB,United Kingdom
841,EUF,Blaenau-Ffestiniog,GB,United Kingdom
842,BVN,Blaenavon,GB,United Kingdom
843,YKJ,Blaina,GB,United Kingdom
844,ZTH,Blair Atholl,GB,United Kingdom
845,ZLD,Blairgowrie,GB,United Kingdom
846,BLJ,Blairmore,GB,United Kingdom
847,LKN,Blakeney,GB,United Kingdom
848,BLC,Blakeney,GB,United Kingdom
849,BLF,Blandford Forum,GB,United Kingdom
850,BFA,Blandford Saint Mary,GB,United Kingdom
851,BYR,Blantyre,GB,United Kingdom
852,BLD,Blaydon,GB,United Kingdom
853,BCG,Bletchingdon,GB,United Kingdom
854,BLN,Bletchingley,GB,United Kingdom
855,BLE,Bletchley,GB,United Kingdom
856,WJH,Blewbury,GB,United Kingdom
857,BDH,Blidworth,GB,United Kingdom
858,BKY,Blockley,GB,United Kingdom
859,BLX,Bloxwich,GB,United Kingdom
860,UNH,Blunham,GB,United Kingdom
861,BLY,Blyth,GB,United Kingdom
862,YTH,Blyth,GB,United Kingdom
863,BYB,Blythe Bridge,GB,United Kingdom
864,BY3,Blyton,GB,United Kingdom
865,GAN,Boat of Garten,GB,United Kingdom
866,BB2,Bobbington,GB,United Kingdom
867,DMB,Boddam,GB,United Kingdom
868,BWY,Bodelwyddan,GB,United Kingdom
869,BFO,Bodffordd,GB,United Kingdom
870,BDM,Bodmin,GB,United Kingdom
871,BD9,Bodorgan,GB,United Kingdom
872,BSI,Bognor Regis,GB,United Kingdom
873,BDN,Boldon,GB,United Kingdom
874,BOI,Bollington,GB,United Kingdom
875,WSX,Bolney,GB,United Kingdom
876,BSO,Bolsover,GB,United Kingdom
877,LTD,Bolt Head,GB,United Kingdom
878,BLT,Bolton,GB,United Kingdom
879,BNS,Bolton le Sands,GB,United Kingdom
880,ZAD,Boncath,GB,United Kingdom
881,BON,Bo'ness,GB,United Kingdom
882,OGA,Boningale,GB,United Kingdom
883,BNY,Bonnybridge,GB,United Kingdom
884,BOG,Bonnyrigg,GB,United Kingdom
885,BTU,Bontddu,GB,United Kingdom
886,BOO,Bootle,GB,United Kingdom
887,BOE,Bootle,GB,United Kingdom
888,BOR,Borden,GB,United Kingdom
889,BEG,Bordesley Green,GB,United Kingdom
890,ODN,Bordon,GB,United Kingdom
891,BDC,Bordon Camp,GB,United Kingdom
892,OAM,Boreham,GB,United Kingdom
893,BMD,Borehamwood,GB,United Kingdom
894,BGN,Borough Green,GB,United Kingdom
895,BBR,Boroughbridge,GB,United Kingdom
896,SBS,Borrowstounness,GB,United Kingdom
897,BSS,Borrowstowness,GB,United Kingdom
898,BOT,Borth-y-Gest,GB,United Kingdom
899,BSC,Boscastle,GB,United Kingdom
900,BOD,Boscombe,GB,United Kingdom
901,OHM,Bosham,GB,United Kingdom
902,BSL,Bosley,GB,United Kingdom
903,BOS,Boston,GB,United Kingdom
904,BS2,Boston Spa,GB,United Kingdom
905,BWL,Bothwell,GB,United Kingdom
906,BOL,Botley,GB,United Kingdom
907,BOY,Botley,GB,United Kingdom
908,BTY,Botley,GB,United Kingdom
909,ZTT,Bottesford,GB,United Kingdom
910,BHO,Boughton,GB,United Kingdom
911,GBO,Boughton,GB,United Kingdom
912,BMX,Boulmer,GB,United Kingdom
913,BOM,Boultham,GB,United Kingdom
914,BUR,Bourne,GB,United Kingdom
915,YEB,Bourne End,GB,United Kingdom
916,BOH,Bournemouth,GB,United Kingdom
917,BVE,Bournville/Birmingham,GB,United Kingdom
918,BSM,Bourton,GB,United Kingdom
919,BOU,Bourton-on-the-Water,GB,United Kingdom
920,BVT,Bovey Tracey,GB,United Kingdom
921,BVD,Bovingdon,GB,United Kingdom
922,BVZ,Bovington Camp,GB,United Kingdom
923,BWQ,Bow,GB,United Kingdom
924,OWS,Bow Street,GB,United Kingdom
925,BWN,Bowburn,GB,United Kingdom
926,BWE,Bowden,GB,United Kingdom
927,OWD,Bowdon,GB,United Kingdom
928,BWG,Bowers Gifford,GB,United Kingdom
929,BOW,Bowling,GB,United Kingdom
930,BWP,Bowthorpe,GB,United Kingdom
931,BOX,Box,GB,United Kingdom
932,BXO,Boxford,GB,United Kingdom
933,BXD,Boxted,GB,United Kingdom
934,RCD,Bracadale,GB,United Kingdom
935,BCK,Brackley,GB,United Kingdom
936,BMI,Brackmills,GB,United Kingdom
937,BKN,Bracknell,GB,United Kingdom
938,ZRC,Bracora,GB,United Kingdom
939,BZD,Braddan,GB,United Kingdom
940,BHX,Bradenham,GB,United Kingdom
941,ZAE,Bradfield,GB,United Kingdom
942,AFL,Bradfield,GB,United Kingdom
943,BRF,Bradford,GB,United Kingdom
944,BO2,Bradford,GB,United Kingdom
945,B9D,Bradford,GB,United Kingdom
946,BOA,Bradford on Avon,GB,United Kingdom
947,DLY,Bradley,GB,United Kingdom
948,BRQ,Bradley,GB,United Kingdom
949,BSK,Bradley Stoke,GB,United Kingdom
950,SDT,Bradstone,GB,United Kingdom
951,BRB,Bradwell,GB,United Kingdom
952,DWE,Bradwell,GB,United Kingdom
953,AWE,Bradwell on Sea,GB,United Kingdom
954,DWL,Bradwell Waterside,GB,United Kingdom
955,BYT,Bradworthy,GB,United Kingdom
956,BFB,Braefoot Bay,GB,United Kingdom
957,BRE,Braehead,GB,United Kingdom
958,BEQ,Braemar,GB,United Kingdom
959,BRI,Braintree,GB,United Kingdom
960,RWH,Braiseworth,GB,United Kingdom
961,BHF,Braishfield,GB,United Kingdom
962,MDE,Bramdean,GB,United Kingdom
963,BFH,Bramfield,GB,United Kingdom
964,BMF,Bramfield,GB,United Kingdom
965,BHL,Bramhall,GB,United Kingdom
966,BMH,Bramhope,GB,United Kingdom
967,AMY,Bramley,GB,United Kingdom
968,BML,Bramley,GB,United Kingdom
969,BMY,Bramley,GB,United Kingdom
970,BR9,Bramley,GB,United Kingdom
971,BPO,Brampton,GB,United Kingdom
972,MPO,Brampton,GB,United Kingdom
973,RPT,Brampton,GB,United Kingdom
974,RMP,Brampton,GB,United Kingdom
975,BHJ,Bramshall,GB,United Kingdom
976,BZX,Bramshill,GB,United Kingdom
977,BNE,Bran End,GB,United Kingdom
978,BCS,Brancaster Staithe,GB,United Kingdom
979,ZTO,Brandesburton,GB,United Kingdom
980,BRA,Brandon,GB,United Kingdom
981,BBE,Branscombe,GB,United Kingdom
982,BSR,Bransgore,GB,United Kingdom
983,B8T,Branston,GB,United Kingdom
984,BSZ,Branston,GB,United Kingdom
985,BRM,Brantham,GB,United Kingdom
986,BXG,Brassington,GB,United Kingdom
987,BG4,Braughing,GB,United Kingdom
988,BXQ,Braunstone,GB,United Kingdom
989,BNN,Braunton,GB,United Kingdom
990,BDY,Brawdy,GB,United Kingdom
991,BWM,Bray,GB,United Kingdom
992,BY9,Brayton,GB,United Kingdom
993,BGQ,Breage,GB,United Kingdom
994,BKK,Breakish,GB,United Kingdom
995,RST,Breasclete,GB,United Kingdom
996,BBB,Breaston,GB,United Kingdom
997,BRC,Brechin,GB,United Kingdom
998,BCN,Brecon,GB,United Kingdom
999,BBU,Bredbury,GB,United Kingdom
1000,BHU,Bredhurst,GB,United Kingdom
1001,OHL,Breedon on the Hill,GB,United Kingdom
1002,EIC,Breich,GB,United Kingdom
1003,BRZ,Brenchley,GB,United Kingdom
1004,ENT,Brent,GB,United Kingdom
1005,BFD,Brentford,GB,United Kingdom
1006,BWD,Brentwood,GB,United Kingdom
1007,BN5,Brenzett,GB,United Kingdom
1008,BWX,Brettenham,GB,United Kingdom
1009,REV,"Brevig, Barra",GB,United Kingdom
1010,BW9,Brewood,GB,United Kingdom
1011,RCK,Bricket Wood,GB,United Kingdom
1012,BCP,Bricklehampton,GB,United Kingdom
1013,BGA,Bridge of Allan,GB,United Kingdom
1014,BGF,Bridge of Don,GB,United Kingdom
1015,ORC,Bridge of Orchy,GB,United Kingdom
1016,BWI,Bridge of Weir,GB,United Kingdom
1017,BRD,Bridgend,GB,United Kingdom
1018,BGD,Bridgend,GB,United Kingdom
1019,BRG,Bridgend,GB,United Kingdom
1020,BGU,Bridgerule,GB,United Kingdom
1021,BNT,Bridgnorth,GB,United Kingdom
1022,BIG,Bridgtown,GB,United Kingdom
1023,BRW,Bridgwater,GB,United Kingdom
1024,BRT,Bridlington,GB,United Kingdom
1025,BRP,Bridport,GB,United Kingdom
1026,BFE,Brierfield,GB,United Kingdom
1027,RIH,Brierley Hill,GB,United Kingdom
1028,BGG,Brigg,GB,United Kingdom
1029,BRH,Brighouse,GB,United Kingdom
1030,BXS,Brighstone,GB,United Kingdom
1031,BLS,Brightlingsea,GB,United Kingdom
1032,BSH,Brighton,GB,United Kingdom
1033,BG9,Brigstock,GB,United Kingdom
1034,BII,Brill,GB,United Kingdom
1035,RFL,Brimfield,GB,United Kingdom
1036,ZAF,Brimsdown,GB,United Kingdom
1037,BNK,Brinklow,GB,United Kingdom
1038,BWW,Brinkworth,GB,United Kingdom
1039,RNC,Brinscall,GB,United Kingdom
1040,ZWT,Brinsworth,GB,United Kingdom
1041,BSG,Brislington,GB,United Kingdom
1042,BRS,Bristol,GB,United Kingdom
1043,BIK,Briston,GB,United Kingdom
1044,BFY,Briton Ferry,GB,United Kingdom
1045,BRX,Brixham,GB,United Kingdom
1046,BIX,Brixworth,GB,United Kingdom
1047,BZZ,Brize Norton,GB,United Kingdom
1048,BG6,Broadbridge Heath,GB,United Kingdom
1049,BDF,"Broadford, Isle of Skye",GB,United Kingdom
1050,BRO,Broadheath,GB,United Kingdom
1051,BYN,Broadmayne,GB,United Kingdom
1052,BPE,Broadmoor,GB,United Kingdom
1053,BDT,Broadstairs,GB,United Kingdom
1054,BOQ,Broadstone,GB,United Kingdom
1055,BWA,Broadway,GB,United Kingdom
1056,BKT,Brockenhurst,GB,United Kingdom
1057,CKW,Brockweir,GB,United Kingdom
1058,BKR,Brockworth,GB,United Kingdom
1059,OCT,Brocton,GB,United Kingdom
1060,BDI,"Brodick, Isle of Arran",GB,United Kingdom
1061,BHK,Bromborough,GB,United Kingdom
1062,ROE,Brome,GB,United Kingdom
1063,BMM,Bromham,GB,United Kingdom
1064,BEY,Bromley,GB,United Kingdom
1065,BMP,Brompton,GB,United Kingdom
1066,BGV,Bromsgrove,GB,United Kingdom
1067,BYD,Bromyard,GB,United Kingdom
1068,OGT,Bronington,GB,United Kingdom
1069,BOK,Brook,GB,United Kingdom
1070,BBY,Brookenby,GB,United Kingdom
1071,BKP,Brookmans Park,GB,United Kingdom
1072,B57,Broomfleet,GB,United Kingdom
1073,BRJ,Brora,GB,United Kingdom
1074,BQY,Broseley,GB,United Kingdom
1075,BXT,Brotton,GB,United Kingdom
1076,OGH,Brough,GB,United Kingdom
1077,RGH,Brough,GB,United Kingdom
1078,BZT,Broughton,GB,United Kingdom
1079,UGT,Broughton,GB,United Kingdom
1080,BH9,Broughton,GB,United Kingdom
1081,BTA,Broughton Astley,GB,United Kingdom
1082,BFU,Broughton In Furness,GB,United Kingdom
1083,BGP,Broughton Poggs,GB,United Kingdom
1084,BYY,Broughty Ferry,GB,United Kingdom
1085,BWS,Brownhills,GB,United Kingdom
1086,BXN,Broxbourne,GB,United Kingdom
1087,BXU,Broxburn,GB,United Kingdom
1088,OTD,Broxted,GB,United Kingdom
1089,BCH,Bruichladdich,GB,United Kingdom
1090,RTG,Bruntingthorpe,GB,United Kingdom
1091,BRU,"Bruray, Out Skerries",GB,United Kingdom
1092,QMV,Bruton,GB,United Kingdom
1093,BZR,Bryher,GB,United Kingdom
1094,BRY,Bryn,GB,United Kingdom
1095,YBY,Bryncir,GB,United Kingdom
1096,BMW,Brynmawr,GB,United Kingdom
1097,YMY,Brynmenyn,GB,United Kingdom
1098,BNA,Brynna,GB,United Kingdom
1099,BDR,Brynsadler,GB,United Kingdom
1100,BYI,Brynsiencyn,GB,United Kingdom
1101,YBG,Brynteg,GB,United Kingdom
1102,BE2,Bubwith,GB,United Kingdom
1103,UCN,Buchan,GB,United Kingdom
1104,BKD,Buckden,GB,United Kingdom
1105,NY2,Buckden,GB,United Kingdom
1106,BKA,Buckfast,GB,United Kingdom
1107,BFG,Buckfastleigh,GB,United Kingdom
1108,BHV,Buckhaven,GB,United Kingdom
1109,BHH,Buckhurst Hill,GB,United Kingdom
1110,BUC,Buckie,GB,United Kingdom
1111,BUK,Buckingham,GB,United Kingdom
1112,BBW,Buckland Brewer,GB,United Kingdom
1113,BCL,Buckley,GB,United Kingdom
1114,BCR,Buck's Cross,GB,United Kingdom
1115,ZAH,Bucksburn,GB,United Kingdom
1116,BUD,Bude,GB,United Kingdom
1117,BUA,Budleigh Salterton,GB,United Kingdom
1118,BWV,Budock Water,GB,United Kingdom
1119,BUB,Bugbrooke,GB,United Kingdom
1120,ZAI,Bugle,GB,United Kingdom
1121,XXQ,Buildwas,GB,United Kingdom
1122,URD,Builth Road,GB,United Kingdom
1123,BUI,Builth Wells,GB,United Kingdom
1124,UKO,Bulkington,GB,United Kingdom
1125,BUP,Bulpham,GB,United Kingdom
1126,BPH,Bulphan,GB,United Kingdom
1127,BYL,Bulwell/Nottingham,GB,United Kingdom
1128,UNY,Bunbury,GB,United Kingdom
1129,UNS,Bunessan,GB,United Kingdom
1130,BUG,Bungay,GB,United Kingdom
1131,BNB,Bunnahabhain,GB,United Kingdom
1132,BXY,Bunny,GB,United Kingdom
1133,OOR,Buntingford,GB,United Kingdom
1134,BTO,Buntingford,GB,United Kingdom
1135,UBR,Burbage,GB,United Kingdom
1136,BBA,Burbage,GB,United Kingdom
1137,BEU,Bures,GB,United Kingdom
1138,UFD,Burford,GB,United Kingdom
1139,BUL,Burgess Hill,GB,United Kingdom
1140,BUH,Burghead,GB,United Kingdom
1141,BFC,Burghfield Common,GB,United Kingdom
1142,BUZ,Burley,GB,United Kingdom
1143,BQN,Burnaston,GB,United Kingdom
1144,URO,Burneston,GB,United Kingdom
1145,BUM,Burnham,GB,United Kingdom
1146,BGR,Burnham Green,GB,United Kingdom
1147,BMK,Burnham Market,GB,United Kingdom
1148,BOC,Burnham on Crouch,GB,United Kingdom
1149,BMA,Burnham-on-Sea,GB,United Kingdom
1150,BRN,Burnley,GB,United Kingdom
1151,BMO,Burnmouth,GB,United Kingdom
1152,DUO,Burnopfield,GB,United Kingdom
1153,USD,Burnside,GB,United Kingdom
1154,BTL,Burntisland,GB,United Kingdom
1155,BUW,Burntwood,GB,United Kingdom
1156,BPM,Burpham,GB,United Kingdom
1157,BVO,Burravoe,GB,United Kingdom
1158,BUF,Burray,GB,United Kingdom
1159,BEO,Burrelton,GB,United Kingdom
1160,B39,Burridge,GB,United Kingdom
1161,BWR,Burrow,GB,United Kingdom
1162,BBI,Burrowbridge,GB,United Kingdom
1163,BPT,Burry Port,GB,United Kingdom
1164,BGH,Burscough,GB,United Kingdom
1165,BUE,Bursledon,GB,United Kingdom
1166,BEM,Burslem,GB,United Kingdom
1167,UTO,Burston,GB,United Kingdom
1168,KBK,Burstwick,GB,United Kingdom
1169,BUN,Burton,GB,United Kingdom
1170,BTD,Burton,GB,United Kingdom
1171,BBK,Burton Bradstock,GB,United Kingdom
1172,BUJ,Burton Joyce,GB,United Kingdom
1173,BUT,Burton Latimer,GB,United Kingdom
1174,ESJ,Burton on Trent,GB,United Kingdom
1175,BUS,Burton upon Stather,GB,United Kingdom
1176,BTR,Burton upon Trent,GB,United Kingdom
1177,BNW,Burtonwood,GB,United Kingdom
1178,UHS,Burwash,GB,United Kingdom
1179,BXR,Burwell,GB,United Kingdom
1180,BWC,Burwick,GB,United Kingdom
1181,BU2,Bury,GB,United Kingdom
1182,BUY,Bury,GB,United Kingdom
1183,BSE,Bury Saint Edmunds,GB,United Kingdom
1184,BYQ,Bushey,GB,United Kingdom
1185,BYE,Bushey Heath,GB,United Kingdom
1186,BMS,Bushmills,GB,United Kingdom
1187,UTT,Butterleigh,GB,United Kingdom
1188,BTZ,Butterwick,GB,United Kingdom
1189,BUX,Buxton,GB,United Kingdom
1190,BXA,Buxton,GB,United Kingdom
1191,BYF,Byfleet,GB,United Kingdom
1192,YEY,Byley,GB,United Kingdom
1193,CDB,Cadeby,GB,United Kingdom
1194,AEB,Cadeby,GB,United Kingdom
1195,CGZ,Cadgwith,GB,United Kingdom
1196,CSU,Cadishead,GB,United Kingdom
1197,ZAJ,Caenby,GB,United Kingdom
1198,CNV,Caernarfon,GB,United Kingdom
1199,CAE,Caerphilly,GB,United Kingdom
1200,AWS,Caersws,GB,United Kingdom
1201,CRW,Caerwent,GB,United Kingdom
1202,CYS,Caerwys,GB,United Kingdom
1203,CBL,Cairnbulg,GB,United Kingdom
1204,CID,Cairndow,GB,United Kingdom
1205,CYN,Cairnryan,GB,United Kingdom
1206,CSC,Caister on Sea,GB,United Kingdom
1207,CAI,Caistor,GB,United Kingdom
1208,CCT,Calcot,GB,United Kingdom
1209,CAA,Caldecote,GB,United Kingdom
1210,CDC,Caldecott,GB,United Kingdom
1211,CDT,Caldicot,GB,United Kingdom
1212,XCY,Caldy,GB,United Kingdom
1213,CCA,Caledon,GB,United Kingdom
1214,CAL,Callander,GB,United Kingdom
1215,CLX,Callanish,GB,United Kingdom
1216,CNN,Callington,GB,United Kingdom
1217,CNE,Calne,GB,United Kingdom
1218,AHW,Calthwaite,GB,United Kingdom
1219,CLV,Calverley,GB,United Kingdom
1220,VTN,Calverton,GB,United Kingdom
1221,CTX,Calverton,GB,United Kingdom
1222,CAQ,Cam,GB,United Kingdom
1223,CBE,Camber,GB,United Kingdom
1224,CAY,Camberley,GB,United Kingdom
1225,CBW,Camberwell,GB,United Kingdom
1226,CBS,Cambois,GB,United Kingdom
1227,CMB,Camborne,GB,United Kingdom
1228,CMG,Cambridge,GB,United Kingdom
1229,MBS,Cambs,GB,United Kingdom
1230,CAM,Cambus,GB,United Kingdom
1231,CBU,Cambuslang,GB,United Kingdom
1232,CMF,Camelford,GB,United Kingdom
1233,CGE,Cameron Bridge,GB,United Kingdom
1234,CG3,Camlough,GB,United Kingdom
1235,CBT,Campbeltown,GB,United Kingdom
1236,CAU,Camusnagaul,GB,United Kingdom
1237,CNA,"Canna, Inner Hebrides",GB,United Kingdom
1238,CNI,Cannich,GB,United Kingdom
1239,ZAK,Canning Town,GB,United Kingdom
1240,ZAL,Cannington,GB,United Kingdom
1241,CNK,Cannock,GB,United Kingdom
1242,CBI,Canonbie,GB,United Kingdom
1243,CNB,Canterbury,GB,United Kingdom
1244,CNL,Cantley,GB,United Kingdom
1245,CTY,Cantley,GB,United Kingdom
1246,CAN,Canvey Island,GB,United Kingdom
1247,CCL,Cape Cornwall,GB,United Kingdom
1248,CAP,Capel,GB,United Kingdom
1249,PHR,Capel Hendre,GB,United Kingdom
1250,CPU,Capenhurst,GB,United Kingdom
1251,CPG,Cappagh,GB,United Kingdom
1252,CPF,Captain Field,GB,United Kingdom
1253,CAB,Carbost,GB,United Kingdom
1254,OFT,Carcroft,GB,United Kingdom
1255,CDF,Cardiff,GB,United Kingdom
1256,CAR,Cardigan (Aberteifi),GB,United Kingdom
1257,C5T,Cardington,GB,United Kingdom
1258,CIM,Cardinham,GB,United Kingdom
1259,CD9,Cardonald,GB,United Kingdom
1260,CAX,Carlisle,GB,United Kingdom
1261,RLW,Carloway,GB,United Kingdom
1262,CAO,Carlton,GB,United Kingdom
1263,CRV,Carlton Colville,GB,United Kingdom
1264,COI,Carlton in Lindrick,GB,United Kingdom
